 12614, 11952,  4743,   4769 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12614, 11951,  4732,   4756 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12612, 11956,  4733,   4759 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12585, 11932,  4730,   4757 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12561, 11913,  4727,   4756 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12570, 11918,  4720,   4751 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12577, 11926,  4713,   4745 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12554, 11907,  4710,   4745 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12550, 11903,  4704,   4741 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12543, 11896,  4703,   4739 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12522, 11856,  4706,   4745 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12534, 11888,  4698,   4738 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12520, 11870,  4698,   4740 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12523, 11875,  4698,   4741 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12516, 11869,  4698,   4742 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12516, 11868,  4697,   4742 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12515, 11866,  4696,   4742 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12491, 11833,  4697,   4744 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12496, 11848,  4693,   4740 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12500, 11850,  4691,   4739 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12480, 11828,  4694,   4743 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12481, 11828,  4696,   4746 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12476, 11825,  4695,   4743 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12483, 11831,  4691,   4742 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12480, 11827,  4690,   4741 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12468, 11811,  4690,   4738 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12472, 11820,  4688,   4737 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12492, 11838,  4682,   4734 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12499, 11845,  4682,   4732 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12494, 11842,  4682,   4731 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12500, 11846,  4680,   4730 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12501, 11847,  4681,   4729 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12494, 11848,  4677,   4713 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12504, 11851,  4678,   4727 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12508, 11851,  4678,   4725 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12496, 11832,  4680,   4727 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12497, 11840,  4678,   4725 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12517, 11868,  4674,   4719 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12521, 11867,  4674,   4717 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12513, 11860,  4674,   4718 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12524, 11869,  4672,   4716 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
 12511, 11848,  4677,   4719 ,27.00 ,54.00 ,LB-NR--01PAD-9-2 ,35 ,20
