2023-04-11,00:22:45  2717,  2263,  1052,29.00 ,42.00
2023-04-11,00:31:09  2601,  2206,  1049,24.00 ,48.00
2023-04-11,00:31:10  2601,  2206,  1049,24.00 ,48.00
2023-04-11,00:40:14  2628,  2196,   986,26.00 ,46.00
2023-04-11,00:40:40  2649,  2210,  1106,26.00 ,46.00
2023-04-11,00:40:41  2651,  2210,  1100,26.00 ,46.00
2023-04-11,00:41:05  2642,  2203,  1097,27.00 ,46.00
2023-04-11,00:41:06  2644,  2201,  1092,27.00 ,46.00
2023-04-11,00:41:56  2646,  2204,  1104,27.00 ,47.00
2023-04-11,00:41:57  2648,  2203,  1097,27.00 ,47.00
2023-04-11,00:43:05  2613,  2180,  1015,27.00 ,45.00
2023-04-11,00:44:01  2639,  2196,  1104,27.00 ,46.00
2023-04-11,00:44:02  2641,  2195,  1097,27.00 ,46.00
2023-04-11,00:44:57  2616,  2174,  1033,27.00 ,45.00
2023-04-11,00:46:22  2618,  2176,  1100,27.00 ,46.00
2023-04-11,00:46:22  2620,  2174,  1093,27.00 ,46.00
2023-04-11,00:51:40  2682,  2244,  1129,28.00 ,45.00
2023-04-11,00:51:41  2683,  2242,  1120,28.00 ,45.00
2023-04-11,00:51:41  2680,  2238,  1110,28.00 ,45.00
2023-04-11,00:51:42  2677,  2234,  1101,28.00 ,45.00
2023-04-11,00:51:43  2675,  2231,  1091,28.00 ,45.00
2023-04-11,00:51:43  2672,  2227,  1080,28.00 ,45.00
2023-04-11,00:51:44  2670,  2225,  1071,28.00 ,45.00
2023-04-11,00:51:44  2668,  2223,  1063,28.00 ,45.00
2023-04-11,00:51:50  2653,  2205,  1013,28.00 ,44.00
2023-04-11,00:52:12  2660,  2215,  1106,28.00 ,43.00
2023-04-11,00:52:13  2661,  2213,  1099,28.00 ,43.00
2023-04-11,00:52:13  2660,  2210,  1090,28.00 ,43.00
2023-04-11,00:52:14  2660,  2208,  1081,28.00 ,43.00
2023-04-11,00:52:15  2657,  2205,  1073,28.00 ,43.00
2023-04-11,00:52:15  2657,  2203,  1065,28.00 ,43.00
2023-04-11,00:52:18  2649,  2196,  1035,28.00 ,43.00
2023-04-11,00:52:18  2648,  2195,  1029,28.00 ,43.00
2023-04-11,00:52:22  2642,  2189,  1009,28.00 ,43.00
2023-04-11,00:53:07  2651,  2191,  1075,28.00 ,43.00
2023-04-11,00:53:08  2650,  2189,  1067,28.00 ,43.00
2023-04-11,00:53:08  2648,  2188,  1060,28.00 ,43.00
2023-04-11,00:53:09  2646,  2186,  1051,28.00 ,43.00
2023-04-11,00:53:09  2644,  2185,  1044,28.00 ,43.00
2023-04-11,00:53:10  2643,  2184,  1038,28.00 ,43.00
2023-04-11,00:53:13  2637,  2178,  1013,28.00 ,43.00
2023-04-11,00:53:14  2635,  2178,  1009,28.00 ,43.00
2023-04-11,00:53:14  2634,  2177,  1006,28.00 ,43.00
2023-04-11,01:32:06  2571,  2093,   976,29.00 ,40.00
2023-04-11,15:38:12  2820,  2268,  1053,28.00 ,51.00
2023-04-11,16:17:13  2833,  2188,   959,33.00 ,41.00
2023-04-23,16:28:18  6928,  5479,   967,27.00 ,71.00
2023-04-23,16:30:19  7006,  5849,   952,28.00 ,68.00
2023-04-23,16:30:50  6817,  5815,   947,28.00 ,67.00
2023-04-29,12:47:42  2364,  1878,   904,23.00 ,79.00
